10.0038,10.29,4.2493,8.2931,-0.718,3.0625,1.4682,0.78961,-0.87711,-0.56446,0.29794,-0.1339,0.0027634,0.002574,-7.0559e-05,0.00071956,-0.0038032,-0.00017509,0.0010983,-0.001068,-0.0016057,0.0001024,0.0001332,-0.00012594,21.3735,23.3103,21.9529,24.0572,13.3946,19.8358,14.4942,9.9896,8.4747,6.3775,4.5443,1.147,10.9139,11.1686,14.4986,14.9779,13.6053,13.6081,11.6266,10.5605,10.0342,6.4458,2.9269,1.2784,-2.362,-10.929,-15.3537,-8.3269,-17.0222,-12.6046,-14.0238,-11.7895,-10.6182,-7.6074,-2.8919,-1.2379,-8.0205,-21.0268,-19.5392,-15.4799,-14.0195,-17.4401,-11.2343,-11.435,-7.7356,-5.3149,-3.64,-1.1017,23.7355,34.2394,37.3066,32.3841,30.4168,32.4404,28.518,21.7791,19.0929,13.9849,7.4362,2.3848,18.9344,32.1955,34.0377,30.4579,27.6248,31.0481,22.8609,21.9955,17.7698,11.7607,6.5669,2.3802
6.89,9.8675,3.0849,6.7214,-4.2494,1.3519,0.021727,-1.1399,0.41277,-0.76138,-0.2828,-0.11137,0.0071829,0.0079992,0.0027619,0.0035043,-0.0012709,0.0014148,0.0023655,-0.00088445,0.00032938,0.00099392,0.00035402,-0.00026878,18.8203,21.0823,19.8392,26.8243,13.118,19.8358,15.5673,10.0944,9.5324,7.0063,3.5957,1.2577,12.6797,13.6697,11.2168,15.7049,13.3253,16.7412,14.2868,14.1249,10.0342,6.4458,3.4673,1.145,-9.0551,-9.3893,-19.3322,-13.8974,-25.1434,-21.0402,-13.9209,-15.9644,-9.899,-9.1064,-3.5145,-1.5847,-9.8531,-14.8803,-12.8565,-16.2013,-13.5138,-15.2469,-16.7799,-9.7402,-8.3692,-5.781,-2.9412,-1.4451,27.8754,30.4716,39.1715,40.7217,38.2614,40.876,29.4881,26.0589,19.4314,16.1126,7.1102,2.8424,22.5327,28.55,24.0733,31.9062,26.8391,31.9881,31.0667,23.8652,18.4034,12.2268,6.4086,2.5901
9.2666,10.5571,0.71113,3.3459,-5.7867,1.9516,1.8919,-0.83886,-0.66751,0.12353,-0.14551,-0.09223,0.0096564,0.010114,0.0040898,0.0038854,-3.5109e-05,0.0025527,0.0032177,0.00062397,0.00041649,0.00022947,0.00031652,0.00011036,20.7273,21.7807,15.0291,23.5181,13.5936,19.8077,18.4541,9.6723,8.565,8.149,4.0457,1.0628,15.4213,16.5787,11.9071,13.7728,14.2532,13.5641,10.5014,10.0225,6.7092,6.3359,2.9958,1.2071,-9.3534,-8.4209,-19.549,-17.3407,-25.4873,-16.7327,-11.1957,-14.0395,-11.3041,-5.3805,-3.711,-1.3479,-7.4542,-19.4253,-12.0832,-15.3998,-20.0224,-15.8407,-13.7868,-9.7561,-9.3156,-6.5036,-3.0662,-1.0696,30.0807,30.2016,34.5781,40.8587,39.0809,36.5404,29.6498,23.7118,19.8691,13.5295,7.7567,2.4107,22.8755,36.004,23.9903,29.1726,34.2756,29.4048,24.2882,19.7786,16.0248,12.8395,6.062,2.2767
7.6791,10.2365,2.0458,2.9609,-4.9476,3.6348,1.3371,0.024557,-0.19527,-0.98675,-0.39935,-0.080928,0.0058289,0.008758,0.00043853,0.00057198,-0.001931,0.0057688,0.0008075,-0.00029749,0.0011143,-3.5655e-05,-0.00051844,-0.00081877,19.9858,22.6592,20.7971,23.2268,9.6205,20.88,16.6689,13.0934,9.7929,4.9386,3.4285,1.0449,15.9895,20.9971,11.6709,15.2791,12.929,18.3776,11.4823,9.7168,7.3125,5.9759,3.2233,1.264,-14.5878,-9.3809,-14.8521,-17.2459,-35.1173,-18.443,-14.2886,-14.2331,-9.6076,-7.1359,-3.7955,-1.5642,-15.4862,-13.3694,-13.3377,-14.2397,-15.9902,-15.7446,-12.8679,-10.4367,-8.7854,-5.1158,-4.5043,-1.2887,34.5736,32.0401,35.6492,40.4727,44.7378,39.323,30.9574,27.3264,19.4006,12.0745,7.224,2.6091,31.4757,34.3666,25.0086,29.5189,28.9192,34.1222,24.3503,20.1536,16.0979,11.0918,7.7277,2.5527
6.4582,7.7315,0.94455,5.4656,-3.5962,3.3915,0.79619,-0.89921,0.39649,-0.51205,-0.12955,-0.066974,0.00075338,0.0055041,-0.0026702,-0.0020547,-0.0017245,0.0068181,0.0024221,0.0016254,0.0012769,-0.00053704,-0.00078442,-0.00070123,18.2691,21.6347,20.3107,27.8787,11.1565,19.8242,13.5962,10.7377,10.2895,5.3542,4.6228,1.3967,9.6925,10.0527,11.3506,16.5983,13.7592,16.5375,12.0589,9.7147,8.8892,6.7711,3.2072,1.2855,-16.3153,-17.2372,-22.6517,-13.642,-23.2847,-16.5723,-11.583,-13.0221,-8.4022,-7.8211,-3.1756,-1.2746,-13.3858,-18.041,-12.4312,-14.836,-15.7917,-17.5767,-11.7991,-10.8755,-7.3883,-5.7967,-3.662,-1.246,34.5844,38.8719,42.9624,41.5207,34.4412,36.3965,25.1791,23.7599,18.6917,13.1752,7.7984,2.6713,23.0784,28.0938,23.7818,31.4343,29.551,34.1143,23.8581,20.5901,16.2776,12.5678,6.8692,2.5315
8.1324,10.0018,-0.078592,2.354,-4.2249,4.2483,1.8624,0.094569,-0.11533,-0.6562,-0.31944,-0.12859,0.0037989,0.0069072,-0.00032659,0.00065548,-0.0035082,0.0039202,0.00061755,7.3607e-05,0.0021287,0.00026964,-0.00067691,-0.00060038,21.2594,23.282,19.4461,18.8287,10.2009,20.6541,18.7174,10.7377,9.9066,5.2505,3.2184,1.1848,13.8469,12.1536,11.1272,13.7497,11.8838,14.9672,12.0589,10.2066,7.3661,5.9423,3.3431,1.3878,-17.2888,-8.936,-21.0978,-16.1302,-31.8186,-15.1773,-12.4066,-8.8547,-7.8623,-6.6146,-3.006,-1.452,-16.9372,-15.6707,-12.6009,-16.5376,-14.634,-16.6567,-15.7192,-10.0906,-8.641,-6.3815,-3.5153,-1.2059,38.5482,32.2181,40.5439,34.9589,42.0196,35.8314,31.124,19.5925,17.7689,11.8651,6.2244,2.6368,30.7842,27.8243,23.7281,30.2872,26.5178,31.6239,27.7781,20.2973,16.0072,12.3238,6.8584,2.5937
8.2485,8.3196,0.15649,4.6936,-4.327,2.8051,1.3247,-0.31049,0.68741,-0.45747,-0.36906,-0.15883,0.0051444,0.006457,-0.0011949,0.0006529,-0.0035573,0.002398,-0.0026087,-0.0018872,0.00046626,-5.8856e-05,-0.00049242,-0.00020739,20.9862,24.318,16.871,25.5651,9.4342,21.3072,17.2121,11.9706,10.0511,6.9644,3.5535,1.1994,12.155,12.4346,11.3611,15.4951,12.4764,14.6645,12.6728,10.1846,7.6263,6.85,3.7906,1.3902,-11.2487,-14.5833,-22.06,-16.2267,-25.3074,-23.6801,-12.7801,-12.5661,-10.1483,-6.5399,-4.4624,-1.4137,-11.0316,-12.9099,-11.4489,-17.7348,-17.3382,-14.2613,-12.5846,-9.8179,-8.3955,-6.3223,-3.3585,-1.1933,32.2349,38.9012,38.9311,41.7918,34.7416,44.9872,29.9922,24.5367,20.1994,13.5044,8.0159,2.6131,23.1866,25.3445,22.8101,33.2299,29.8146,28.9259,25.2574,20.0025,16.0218,13.1723,7.149,2.5835
8.2086,7.8106,-0.54537,4.5762,-4.0266,2.198,0.086461,0.019976,1.1627,-0.56077,-0.30532,-0.12723,0.006008,0.0081244,0.0011314,0.0022827,-0.0030178,0.0029478,-0.0013707,-0.00050154,0.0020059,0.00017356,-0.00078967,-0.00044423,20.1747,21.4672,19.0395,26.552,9.8439,17.6267,14.5152,11.6907,10.8555,5.5325,3.4208,1.1879,13.7764,15.1864,15.5916,12.9984,13.2952,13.2517,12.6103,10.1945,6.9384,6.6806,3.1075,1.2411,-14.115,-10.8838,-20.405,-14.0277,-21.6274,-20.782,-14.7547,-11.2952,-9.3156,-7.0138,-3.4069,-1.2084,-10.3284,-13.6175,-11.0182,-18.777,-14.0049,-14.9259,-11.5376,-13.3884,-7.6343,-7.1667,-3.2859,-1.2052,34.2897,32.351,39.4445,40.5797,31.4713,38.4087,29.2699,22.9859,20.1711,12.5462,6.8276,2.3963,24.1048,28.8039,26.6098,31.7754,27.3001,28.1776,24.1479,23.5829,14.5727,13.8473,6.3933,2.4463
7.9663,10.079,2.4917,5.6906,-3.9597,2.2036,0.36229,-1.0794,-0.27693,-0.60139,-0.45683,-0.14637,0.0018656,0.0051466,-0.0015357,0.0013858,-0.00012547,0.0024204,0.00048654,-8.0085e-05,0.0004389,-0.0022338,-0.0008914,3.4468e-05,23.2821,21.2446,18.5712,21.5684,10.5234,21.1823,19.3117,10.5954,9.5259,6.0279,2.8913,1.5582,10.2839,10.8247,11.9197,12.4309,12.8326,16.4465,13.8692,9.1961,8.1272,5.4422,3.5304,1.3159,-15.3599,-9.9202,-18.1978,-13.3619,-21.5421,-16.6009,-14.9393,-13.2169,-11.4643,-6.226,-3.8708,-2.1251,-13.9044,-14.0004,-18.8976,-13.9728,-14.2057,-16.9562,-10.7116,-9.9301,-8.3613,-5.8188,-3.0129,-1.196,38.6419,31.1648,36.769,34.9303,32.0655,37.7831,34.251,23.8123,20.9902,12.2539,6.7621,3.6833,24.1883,24.8251,30.8173,26.4038,27.0384,33.4027,24.5808,19.1262,16.4886,11.2611,6.5432,2.5119
7.6871,7.38,-1.0506,5.5099,-3.5393,2.5628,0.48203,-0.93928,0.98409,-0.3599,-0.2731,-0.11967,0.002299,0.0056955,-0.0014167,0.0021179,-0.00068063,0.0022211,0.0015454,0.00094714,0.0017528,-0.0024078,-0.00057201,3.9776e-05,20.1412,27.7553,17.7555,25.636,11.485,20.2715,13.3313,10.3394,11.5147,6.5822,3.9601,1.4267,11.323,13.7118,12.3234,16.2196,13.0742,16.4465,10.7876,11.0126,9.0003,5.8079,3.9482,1.4938,-12.8204,-14.9944,-23.6766,-17.2401,-23.4756,-17.9045,-14.0464,-12.5306,-6.9562,-7.2258,-4.1192,-1.6004,-13.5044,-13.2776,-15.002,-18.2165,-12.8922,-14.4753,-12.1034,-10.1821,-7.819,-5.7862,-3.9262,-1.3849,32.9616,42.7497,41.432,42.876,34.9606,38.1761,27.3777,22.87,18.4709,13.808,8.0793,3.0271,24.8274,26.9894,27.3254,34.4361,25.9664,30.9217,22.891,21.1947,16.8193,11.5941,7.8744,2.8787
6.9748,8.3792,0.29849,4.4989,-3.7641,3.4706,0.89922,-0.16036,0.47429,-0.58786,-0.58036,-0.22557,0.0028161,0.007732,0.00084141,0.0043542,8.1877e-05,0.0016559,0.0013669,0.0016377,0.001206,-0.0013935,-7.4521e-05,0.00014913,20.1586,21.6906,19.0463,27.5354,12.3217,20.2715,18.4089,10.4055,10.6701,6.0895,4.1426,0.90303,10.007,14.3521,11.4739,13.5582,14.2527,17.5734,12.2751,11.4213,7.4656,5.2853,4.3051,1.2518,-14.6643,-15.3673,-28.549,-17.1168,-22.7213,-16.1673,-16.453,-12.2541,-9.8441,-6.5544,-4.9928,-1.7393,-9.2988,-16.9672,-15.002,-16.1582,-15.8648,-16.7434,-12.4723,-10.1603,-7.5373,-7.5122,-3.6395,-1.2208,34.8229,37.0579,47.5952,44.6522,35.0429,36.4388,34.8619,22.6596,20.5142,12.6439,9.1354,2.6423,19.3059,31.3192,26.4759,29.7164,30.1175,34.3168,24.7474,21.5816,15.0029,12.7976,7.9446,2.4726
8.9963,9.364,1.2037,7.0802,-2.188,3.6898,1.6433,-0.9684,0.56683,-0.57244,0.0368,0.014919,0.00083208,0.0034351,-0.0040888,-0.00042417,-0.0036475,-0.00057246,-0.00027427,-0.00084654,0.0012806,-0.0015768,-0.00038282,0.00022162,18.8066,23.2506,17.8958,29.5578,14.4269,20.2715,15.1343,10.3815,8.7958,5.839,4.5133,1.6719,11.7996,15.7238,12.1563,12.2931,15.7703,16.4465,12.5408,11.4213,7.7801,5.5595,3.1339,1.2002,-2.9039,-14.8739,-23.2712,-13.1693,-23.8071,-20.28,-12.2431,-13.9909,-9.9331,-8.8269,-3.6663,-1.3057,-8.8116,-13.7752,-15.002,-12.3981,-13.8345,-14.4753,-11.4341,-11.1292,-7.8055,-5.5559,-3.4705,-1.1253,21.7106,38.1244,41.1669,42.7271,38.234,40.5515,27.3774,24.3723,18.7289,14.666,8.1796,2.9776,20.6112,29.499,27.1582,24.6911,29.6048,30.9217,23.9749,22.5506,15.5856,11.1153,6.6044,2.3255
7.9806,7.6414,-1.1263,2.8345,-4.7373,4.6166,2.5647,0.17056,0.64194,-0.41275,-0.40413,-0.1879,0.0013191,0.0044831,-0.0030461,-0.00059882,-0.00096711,0.0029863,0.00068262,-0.00073303,0.0012526,-0.001149,-0.00047792,0.00016188,19.1899,22.0962,13.1832,17.9871,10.6203,22.3258,19.4639,14.4549,11.293,7.0373,3.3166,1.1648,12.2501,14.3609,12.6622,13.1862,13.4051,16.4465,13.8529,10.0329,8.5264,7.2957,3.128,1.5047,-10.4949,-15.0018,-23.3673,-15.5915,-26.6196,-11.6762,-13.6421,-12.4898,-10.0646,-7.8529,-3.6937,-1.4925,-11.1141,-13.4969,-15.002,-15.9269,-13.8382,-14.4753,-11.7278,-11.1481,-8.6423,-8.3,-3.325,-1.4363,29.6848,37.098,36.5505,33.5786,37.2399,34.0021,33.106,26.9447,21.3576,14.8902,7.0103,2.6573,23.3642,27.8578,27.6642,29.1131,27.2434,30.9217,25.5807,21.181,17.1687,15.5958,6.4529,2.941
8.5933,8.9749,-0.1888,5.8316,-3.1653,1.781,1.1055,-0.51457,0.34811,0.07203,-0.23874,-0.15794,0.0017641,0.0028948,-0.0040142,-0.0011336,-0.0028258,-0.0010946,-0.00093955,6.9154e-05,0.00041221,-0.0014392,1.6794e-05,6.4435e-05,21.2271,22.7979,14.2809,25.1894,15.0372,20.2715,17.3051,12.2627,10.1303,6.9837,3.6364,1.1349,14.1967,12.1589,12.6622,20.1572,15.3647,16.4465,14.3217,11.4778,8.5264,6.6255,3.128,1.5047,-6.6812,-13.4119,-21.8401,-14.4686,-30.4161,-22.6248,-15.3305,-12.7903,-10.2351,-6.3365,-3.9172,-1.3151,-9.977,-24.1624,-15.002,-16.6821,-22.773,-15.5093,-14.5371,-11.3415,-8.3115,-8.3,-3.0308,-1.2199,27.9083,36.2098,36.1209,39.658,45.4533,42.8963,32.6356,25.053,20.3654,13.3202,7.5536,2.45,24.1737,36.3213,27.6642,36.8393,38.1377,31.9558,28.8588,22.8194,16.8379,14.9255,6.1588,2.7245
8.3404,10.8162,1.6109,4.9746,-3.2736,1.8829,0.069373,-0.4349,0.50436,-0.078888,-0.33557,-0.22932,0.0027709,0.0011501,-0.0037281,-0.0015908,-0.0032092,-3.9883e-05,-2.2964e-05,0.00017156,0.00020856,-0.0017208,-6.3183e-05,0.00022349,20.324,21.2389,19.1062,21.4974,11.115,20.2715,17.3051,10.9445,9.0486,6.9479,3.2236,1.0054,14.2657,13.1068,12.827,13.4804,14.4311,16.4465,12.143,11.6523,10.9457,5.7596,3.3635,1.5047,-15.8649,-4.1574,-15.2852,-14.4686,-28.5234,-18.462,-15.2841,-15.3617,-8.6385,-5.8945,-3.5559,-1.6312,-12.1022,-12.6371,-15.002,-15.9269,-13.8382,-14.4753,-15.282,-10.7918,-8.3115,-6.1749,-3.016,-1.2676,36.1889,25.3963,34.3913,35.966,39.6385,38.7336,32.5892,26.3062,17.6871,12.8424,6.7794,2.6366,26.3679,25.7439,27.829,29.4073,28.2693,30.9217,27.425,22.4442,19.2572,11.9345,6.3795,2.7723
8.2974,10.1035,1.2198,6.1093,-2.7812,2.6249,1.0124,-0.5137,0.85112,-0.095523,-0.23524,-0.20226,0.0010733,0.0045633,-0.0037945,-0.0023499,-0.0046486,0.00084345,0.00042029,-0.00036954,0.00028921,-0.0015252,0.00022268,0.00021586,20.9892,26.0871,14.8078,25.1064,12.7462,20.2715,17.3051,9.789,9.0997,6.2608,3.7814,1.1046,11.2611,13.9522,13.268,12.9094,13.8371,16.4465,14.3482,9.859,8.5264,5.4687,4.3806,1.3079,-12.7196,-14.2336,-22.1147,-12.8734,-23.3878,-23.5058,-12.7559,-11.4771,-7.4507,-6.9473,-3.5559,-1.9006,-8.5211,-18.4068,-15.002,-15.9269,-13.3711,-14.4753,-13.7349,-9.9049,-9.5211,-5.7217,-3.257,-1.2715,33.7088,40.3207,36.9225,37.9798,36.134,43.7773,30.061,21.266,16.5503,13.2081,7.3373,3.0052,19.7822,32.359,28.27,28.8364,27.2082,30.9217,28.0831,19.764,18.0475,11.1904,7.6376,2.5794
8.9765,10.7782,0.63985,5.3602,-1.9577,2.9521,1.2606,-0.36014,0.71077,-0.069597,-0.23222,-0.16757,-0.0028144,0.001248,-0.0035971,-0.00055526,-0.0030484,0.00059899,-0.00026111,-0.00019468,0.00085565,-0.0019162,-0.00038428,0.00028069,20.6235,22.4754,14.501,21.6747,11.4533,20.2715,17.3051,10.0039,8.8345,5.7196,2.9277,1.3086,10.1868,12.1589,12.4554,13.2399,13.749,16.4465,12.3401,10.6211,8.5264,6.7674,3.0906,1.3452,-6.5695,-17.4438,-23.7172,-18.1207,-24.8984,-17.2138,-10.3447,-11.5271,-8.789,-5.4493,-3.5559,-1.3443,-13.7949,-16.5928,-15.002,-15.9269,-15.2355,-14.4753,-11.7278,-9.8372,-8.2506,-5.4843,-2.9651,-1.2153,27.193,39.9193,38.2182,39.7954,36.3517,37.4853,27.6498,21.531,17.6236,11.1689,6.4836,2.6529,23.9816,28.7517,27.4573,29.1668,28.9845,30.9217,24.0679,20.4583,16.777,12.2518,6.0557,2.5605
8.4517,10.9908,2.1551,6.4652,-1.7725,2.1584,0.58758,-1.6018,0.051518,-0.18575,-0.2039,-0.021725,-0.00049426,0.0040781,0.001843,0.0043741,-0.0020039,0.00235,0.0032796,-0.00025803,0.0016269,0.0013277,-0.00053199,-0.00037202,22.7077,23.7877,20.1615,27.1359,12.9867,16.2568,13.8245,11.6605,10.4956,5.8137,4.0818,1.2171,13.4443,12.3197,13.4539,14.9233,15.2124,14.9767,12.4651,9.4999,9.8361,5.6483,3.6145,1.3245,-8.0832,-11.0495,-12.5631,-13.8626,-22.9949,-17.5901,-12.8673,-14.8118,-10.8454,-6.0587,-3.3231,-1.2133,-15.5521,-16.6915,-11.8193,-12.4624,-13.9012,-14.8911,-13.2927,-10.27,-8.4239,-5.8867,-3.9153,-1.1381,30.7909,34.8372,32.7245,40.9985,35.9816,33.8469,26.6918,26.4723,21.341,11.8724,7.4049,2.4304,28.9964,29.0112,25.2731,27.3857,29.1136,29.8678,25.7578,19.7698,18.26,11.535,7.5297,2.4626
8.5988,9.6753,2.194,6.7754,-2.5169,1.7368,0.29179,-1.7834,0.45368,-0.3579,-0.37341,-0.070233,0.0019857,0.0043899,-0.0007938,0.0032098,-4.8879e-05,0.0014509,0.0016703,-0.00015533,0.00076011,0.00048218,-0.0008784,-0.00034706,21.9057,23.1812,20.1615,25.4074,12.7487,17.0685,13.3632,11.6605,10.7612,5.555,4.0818,1.2389,14.4732,12.8304,12.367,15.025,13.6624,13.2096,13.57,10.7781,9.8361,5.6483,3.2568,1.2689,-13.3523,-9.448,-17.7975,-13.8626,-21.0863,-16.9325,-15.3213,-13.7401,-10.8454,-6.0587,-3.3657,-1.3577,-10.5181,-14.6726,-12.7586,-13.8154,-14.3944,-14.3104,-12.5632,-10.1673,-9.8491,-5.328,-3.7534,-1.3975,35.2581,32.6291,37.9589,39.27,33.835,34.0011,28.6846,25.4006,21.6066,11.6137,7.4475,2.5966,24.9913,27.503,25.1256,28.8404,28.0567,27.52,26.1332,20.9453,19.6853,10.9763,7.0102,2.6664
7.5123,8.4779,2.7273,7.6114,-3.96,2.2974,0.36715,-1.334,0.35127,-0.14288,-0.20716,-0.10302,-0.00041504,0.0014965,-0.0032267,0.00098105,-0.001582,0.00048083,-0.00035163,-0.0013053,0.0014795,0.0006872,-0.0006996,-0.00021207,20.2439,22.9359,21.1328,25.4074,12.6665,18.0569,14.4175,11.6605,10.4956,6.4173,4.5519,1.2171,14.0592,12.4625,17.7211,14.9233,13.6022,13.4234,13.0134,9.7558,9.8361,5.6483,3.4172,1.2689,-17.5004,-17.5497,-17.4759,-13.8626,-25.6973,-16.8937,-14.4127,-13.7401,-10.8454,-6.3654,-4.1698,-1.2611,-11.1181,-14.6726,-12.6059,-21.2524,-18.1002,-13.4529,-11.1427,-8.7345,-8.4239,-6.2399,-3.7553,-1.3211,37.7443,40.4856,38.6087,39.27,38.3637,34.9506,28.8302,25.4006,21.341,12.7827,8.7217,2.4782,25.1773,27.135,30.3271,36.1757,31.7024,26.8763,24.1561,18.4902,18.26,11.8882,7.1725,2.59
7.4541,9.258,2.5642,6.171,-4.1624,1.9546,0.077297,-0.98409,0.16147,-0.5535,-0.32009,-0.086289,0.00099593,0.0036647,-0.0013822,0.0022047,-0.000644,0.00080109,0.00042267,-0.00022119,0.00089335,7.8416e-05,-0.00022667,-0.00026478,20.8457,23.8541,20.5543,25.4074,12.1068,16.2568,14.589,11.6605,10.4956,6.7587,3.5657,1.596,15.3562,13.3207,14.5506,14.9233,16.6868,12.3132,12.329,9.7803,9.8361,5.6483,3.4172,1.2689,-13.3179,-10.3756,-22.5884,-19.7237,-23.3332,-14.7616,-15.8823,-13.8119,-10.8454,-6.0587,-3.7523,-1.2487,-12.0665,-15.1043,-11.9474,-21.2524,-18.1002,-12.9461,-12.1081,-9.4674,-8.4239,-5.328,-3.5183,-1.2394,34.1636,34.2297,43.1427,45.1311,35.4399,31.0184,30.4713,25.4724,21.341,12.8174,7.3179,2.8446,27.4227,28.425,26.498,36.1757,34.7871,25.2593,24.4371,19.2477,18.26,10.9763,6.9355,2.5083
8.4807,9.3353,0.50529,4.4893,-4.9622,1.4761,0.48845,-0.99637,0.011346,-0.16706,-0.15486,-0.056726,0.0028155,0.0049383,-0.0012297,0.001781,-0.00087071,0.001088,0.00038682,0.00018174,0.0021646,0.00090484,-0.00032959,-0.0002683,20.6051,23.236,20.1615,25.4074,12.7484,17.7999,16.1949,11.6605,10.4956,5.1999,3.1028,1.2627,15.7574,14.7153,12.1765,14.9233,13.3159,16.8784,13.4485,10.1441,9.8361,6.1961,3.4172,1.4514,-14.962,-8.8002,-21.5736,-13.8626,-29.0809,-15.6046,-16.6905,-14.8226,-11.8947,-6.0918,-3.5383,-1.2334,-14.7268,-14.6726,-12.0932,-21.2524,-18.1002,-14.0844,-12.7116,-8.8947,-8.4239,-6.1978,-3.3671,-1.1381,35.5671,32.0362,41.7351,39.27,41.8293,33.4045,32.8854,26.4831,22.3903,11.2917,6.6411,2.4961,30.4842,29.3878,24.2697,36.1757,31.4162,30.9628,26.1601,19.0388,18.26,12.3939,6.7843,2.5895
7.3166,9.1469,1.3324,6.5887,-2.8688,2.2233,0.57078,-0.89408,1.0295,-0.24914,-0.054729,-0.0675,0.00033714,0.0021361,-0.0043403,0.00082409,0.0019768,0.0030914,0.0020805,0.00032669,8.9672e-05,-1.6079e-05,-0.0007626,-0.00028479,18.279,24.5549,17.7857,21.4482,14.4726,21.5714,13.3632,11.6605,10.4956,7.5722,5.2011,1.4107,17.0791,13.0521,12.7867,14.9156,13.6913,18.5628,13.3614,10.9238,9.8361,6.6051,4.057,1.3585,-10.1167,-14.2355,-21.5532,-12.9165,-21.6868,-17.8251,-12.7097,-12.9533,-6.6699,-7.4768,-3.6002,-1.2229,-15.2115,-16.4949,-12.8805,-14.1461,-15.3337,-15.6403,-12.142,-10.2326,-8.4239,-5.8047,-3.1917,-1.2068,28.3957,38.7904,39.3389,34.3647,36.1595,39.3965,26.0729,24.6138,17.1655,15.049,8.8013,2.6336,32.2906,29.547,25.6672,29.0617,29.025,34.2031,25.5034,21.1563,18.26,12.4097,7.2487,2.5653
7.7842,10.3392,1.1917,5.1856,-2.9266,2.6263,0.98955,-0.14806,0.31391,-0.64762,-0.34648,-0.060332,0.00123,0.0036842,-0.0026116,0.0017661,0.0003842,0.0027464,0.00080699,-0.0005914,0.0004521,-2.1089e-05,-0.00048332,-0.00022288,21.1214,22.7236,17.7857,24.115,14.4726,21.5714,15.3267,11.6605,10.812,4.9526,3.7652,1.1509,13.4474,10.7105,12.3907,17.2211,14.335,15.6297,12.0511,10.9358,9.8361,6.0336,4.057,1.3663,-6.3272,-10.2556,-18.2766,-15.2125,-25.7715,-15.801,-15.5191,-15.5009,-14.4115,-7.8928,-3.9043,-1.2052,-12.3656,-15.4028,-11.7862,-15.4375,-13.3834,-15.4928,-11.9705,-9.0385,-8.4239,-5.8047,-3.4073,-1.1668,27.4486,32.9791,36.0623,39.3276,40.2442,37.3724,30.8457,27.1614,25.2235,12.8453,7.6695,2.3561,25.813,26.1133,24.1769,32.6585,27.7184,31.1225,24.0216,19.9743,18.26,11.8383,7.4643,2.533
